NMec = 98495
T = 36
P = 8
Profits ignored
Solution time = 8.727e+01
Programing Tasks = 24
Terminal Cases = 4
Task date  Profit    P
  1   5     1        0   
  2   19    1        1   
  2   27    1        2   
  4   7     1        3   
  4   10    1        4   
  4   11    1        5   
  4   23    1        6   
  4   31    1        7   
  4   43    1        -1  
  5   7     1        -1  
  7   39    1        0   
  8   21    1        3   
  8   25    1        -1  
  8   28    1        -1  
  11  20    1        4   
  11  28    1        -1  
  12  26    1        5   
  13  35    1        -1  
  15  32    1        -1  
  16  20    1        -1  
  16  20    1        -1  
  16  37    1        -1  
  18  32    1        -1  
  18  39    1        -1  
  19  38    1        -1  
  22  30    1        1   
  22  32    1        3   
  23  26    1        4   
  23  40    1        -1  
  23  40    1        -1  
  26  34    1        6   
  27  35    1        4   
  27  39    1        5   
  28  39    1        2   
  33  36    1        1   
  35  43    1        3   
End
