NMec = 98495
T = 34
P = 2
Profits ignored
Solution time = 4.410e-01
Programing Tasks = 17
Terminal Cases = 4752
Task date  Profit    P
  3   160   1        -1  
  9   25    1        -1  
  10  25    1        -1  
  11  29    1        -1  
  17  29    1        0   
  22  34    1        -1  
  22  47    1        -1  
  24  33    1        1   
  28  47    1        -1  
  33  41    1        0   
  34  41    1        1   
  36  49    1        -1  
  43  52    1        0   
  44  130   1        -1  
  48  58    1        1   
  58  73    1        -1  
  60  77    1        -1  
  62  68    1        -1  
  62  71    1        0   
  65  76    1        -1  
  66  79    1        1   
  75  80    1        0   
  90  96    1        0   
  93  112   1        -1  
  94  105   1        -1  
  96  106   1        1   
  105 109   1        0   
  114 127   1        -1  
  115 131   1        -1  
  118 130   1        0   
  124 141   1        1   
  138 144   1        0   
  150 157   1        0   
  151 157   1        1   
End
