NMec = 98491
T = 38
P = 3
Profits ignored
Solution time = 4.300e+01
Programing Tasks = 24
Terminal Cases = 294
Task date  Profit    P
  0   125   1        0   
  1   10    1        1   
  4   13    1        2   
  6   13    1        -1  
  11  38    1        1   
  16  119   1        2   
  18  21    1        -1  
  19  28    1        -1  
  25  32    1        -1  
  25  50    1        -1  
  28  48    1        -1  
  32  53    1        -1  
  35  60    1        -1  
  41  53    1        1   
  42  51    1        -1  
  49  59    1        -1  
  55  60    1        1   
  59  80    1        -1  
  59  114   1        -1  
  61  73    1        1   
  64  89    1        -1  
  69  89    1        -1  
  72  84    1        -1  
  73  92    1        -1  
  75  90    1        1   
  78  87    1        -1  
  78  92    1        -1  
  84  99    1        -1  
  87  92    1        -1  
  93  97    1        1   
  95  97    1        -1  
  99  111   1        1   
  102 107   1        -1  
  104 120   1        -1  
  105 112   1        -1  
  106 124   1        -1  
  113 116   1        1   
  116 124   1        -1  
End
