NMec = 98491
T = 39
P = 8
Profits ignored
Solution time = 1.122e+03
Programing Tasks = 25
Terminal Cases = 27972
Task date  Profit    P
  0   6     1        0   
  0   15    1        1   
  1   15    1        2   
  1   15    1        3   
  2   19    1        4   
  2   46    1        5   
  3   26    1        6   
  4   7     1        7   
  4   9     1        -1  
  4   18    1        -1  
  4   41    1        -1  
  7   11    1        0   
  7   23    1        -1  
  8   13    1        7   
  8   18    1        -1  
  8   20    1        -1  
  10  21    1        -1  
  11  28    1        -1  
  11  29    1        -1  
  11  36    1        -1  
  12  19    1        0   
  12  21    1        -1  
  15  23    1        7   
  16  37    1        1   
  17  35    1        2   
  18  31    1        3   
  19  28    1        -1  
  20  27    1        0   
  20  33    1        4   
  20  35    1        -1  
  21  40    1        -1  
  22  30    1        -1  
  22  36    1        -1  
  24  27    1        7   
  24  38    1        -1  
  30  31    1        0   
  30  37    1        6   
  37  48    1        0   
  39  44    1        1   
End
