NMec = 98491
T = 36
P = 1
Profits ignored
Solution time = 4.452e-01
Programing Tasks = 16
Terminal Cases = 480
Task date  Profit    P
  1   357   1        0   
  17  31    1        -1  
  31  40    1        -1  
  54  68    1        -1  
  70  89    1        -1  
  71  77    1        -1  
  78  87    1        -1  
  106 122   1        -1  
  113 126   1        -1  
  128 139   1        -1  
  132 149   1        -1  
  134 150   1        -1  
  150 159   1        -1  
  151 152   1        -1  
  167 179   1        -1  
  176 188   1        -1  
  179 192   1        -1  
  181 196   1        -1  
  183 191   1        -1  
  190 200   1        -1  
  196 213   1        -1  
  226 241   1        -1  
  228 245   1        -1  
  237 238   1        -1  
  237 246   1        -1  
  254 266   1        -1  
  275 286   1        -1  
  280 287   1        -1  
  280 291   1        -1  
  294 305   1        -1  
  295 303   1        -1  
  304 315   1        -1  
  311 321   1        -1  
  313 332   1        -1  
  317 320   1        -1  
  318 337   1        -1  
End
