NMec = 98491
T = 37
P = 6
Profits ignored
Solution time = 8.014e+01
Programing Tasks = 21
Terminal Cases = 115121
Task date  Profit    P
  1   25    1        0   
  3   54    1        1   
  4   27    1        2   
  4   40    1        3   
  5   15    1        4   
  8   61    1        5   
  9   13    1        -1  
  9   29    1        -1  
  11  19    1        -1  
  12  19    1        -1  
  14  53    1        -1  
  15  24    1        -1  
  15  26    1        -1  
  15  29    1        -1  
  15  31    1        -1  
  16  20    1        4   
  16  21    1        -1  
  19  57    1        -1  
  21  29    1        4   
  24  47    1        -1  
  29  39    1        0   
  29  39    1        2   
  29  44    1        -1  
  31  43    1        4   
  32  42    1        -1  
  33  48    1        -1  
  35  47    1        -1  
  37  44    1        -1  
  38  50    1        -1  
  40  49    1        0   
  41  57    1        2   
  42  48    1        3   
  42  56    1        -1  
  43  54    1        -1  
  50  61    1        0   
  52  60    1        3   
  60  61    1        1   
End
