NMec = 98491
T = 39
P = 3
Profits ignored
Solution time = 4.452e+01
Programing Tasks = 23
Terminal Cases = 120
Task date  Profit    P
  4   22    1        0   
  8   22    1        1   
  9   15    1        2   
  11  27    1        -1  
  13  17    1        -1  
  13  25    1        -1  
  15  102   1        -1  
  16  29    1        2   
  19  94    1        -1  
  31  51    1        0   
  33  43    1        1   
  34  47    1        2   
  35  49    1        -1  
  36  85    1        -1  
  37  43    1        -1  
  40  53    1        -1  
  41  48    1        -1  
  42  46    1        -1  
  43  63    1        -1  
  44  45    1        1   
  45  50    1        -1  
  46  67    1        1   
  51  60    1        2   
  56  68    1        0   
  58  79    1        -1  
  64  91    1        2   
  71  77    1        0   
  71  78    1        1   
  72  90    1        -1  
  81  93    1        0   
  86  91    1        1   
  87  101   1        -1  
  89  104   1        -1  
  93  108   1        1   
  93  112   1        2   
  94  111   1        0   
  111 117   1        1   
  114 128   1        0   
  118 126   1        1   
End
