NMec = 98491
T = 24
P = 7
Profits not ignored
Solution time = 5.438e-02
Best Profit = 33131
Terminal Cases = 5861120
Task date  Profit    P
  0   9     1243     -1  
  0   33    4633     -1  
  1   16    2622     -1  
  1   17    1797     -1  
  5   25    4844     -1  
  6   7     270      -1  
  8   32    1521     -1  
  9   15    713      -1  
  9   29    2055     -1  
  9   30    4041     -1  
  10  13    791      -1  
  11  19    1648     -1  
  12  20    1590     -1  
  12  32    4572     -1  
  13  33    4157     -1  
  13  33    1747     -1  
  14  32    2268     -1  
  16  25    1494     -1  
  16  27    2174     -1  
  17  27    2132     -1  
  18  20    376      -1  
  21  24    299      -1  
  23  33    2030     -1  
  33  34    414      -1  
End
