NMec = 98491
T = 17
P = 8
Profits not ignored
Solution time = 1.478e-03
Best Profit = 28264
Terminal Cases = 124728
Task date  Profit    P
  0   13    1996     -1  
  0   15    2609     -1  
  1   13    1021     -1  
  1   23    4823     -1  
  2   17    1548     -1  
  3   8     363      -1  
  3   11    1720     -1  
  4   29    2524     -1  
  5   29    2616     -1  
  8   18    2006     -1  
  10  19    2142     -1  
  10  26    2883     -1  
  13  28    1644     -1  
  14  16    637      -1  
  17  28    835      -1  
  18  26    1728     -1  
  21  28    1744     -1  
End
