NMec = 98491
T = 15
P = 8
Profits not ignored
Solution time = 4.112e-04
Best Profit = 25472
Terminal Cases = 27406
Task date  Profit    P
  0   12    1871     -1  
  0   16    1437     -1  
  2   23    4198     -1  
  4   29    5455     -1  
  5   15    1541     -1  
  5   26    2447     -1  
  7   21    1480     -1  
  7   28    2959     -1  
  9   17    1772     -1  
  10  23    2299     -1  
  11  15    500      -1  
  11  19    697      -1  
  12  15    444      -1  
  15  28    2266     -1  
  22  28    664      -1  
End
