NMec = 98491
T = 33
P = 4
Profits not ignored
Solution time = 7.283e+00
Best Profit = 43288
Terminal Cases = 621787742
Task date  Profit    P
  0   23    2596     0   
  2   21    3779     1   
  9   13    566      2   
  10  14    931      3   
  11  46    5021     -1  
  13  19    630      -1  
  14  32    3053     2   
  20  28    1734     3   
  20  29    2605     -1  
  20  32    2965     -1  
  27  42    3914     0   
  29  37    1514     1   
  29  39    646      3   
  29  46    2967     -1  
  30  46    2180     -1  
  31  48    3256     -1  
  31  59    3441     -1  
  34  43    977      2   
  35  51    2189     -1  
  40  51    1038     1   
  42  59    3325     3   
  44  67    1481     0   
  48  68    4104     2   
  50  55    689      -1  
  50  61    1633     -1  
  53  67    2630     1   
  59  67    1013     -1  
  59  70    1890     -1  
  59  72    2518     -1  
  61  81    3262     3   
  63  75    1076     -1  
  69  81    1504     0   
  73  77    853      1   
End
