NMec = 98491
T = 26
P = 3
Profits not ignored
Solution time = 3.806e-02
Best Profit = 33473
Terminal Cases = 4665223
Task date  Profit    P
  5   10    1332     0   
  5   26    2011     1   
  6   9     731      2   
  9   18    1111     -1  
  16  20    596      0   
  16  30    1407     2   
  18  86    9057     -1  
  19  21    257      -1  
  19  27    1266     -1  
  20  40    4630     -1  
  31  44    3295     0   
  32  53    3693     1   
  36  43    585      2   
  36  57    2856     -1  
  38  40    699      -1  
  40  54    4218     -1  
  40  58    2990     -1  
  42  52    1370     -1  
  44  47    497      2   
  45  57    965      0   
  52  60    1376     2   
  54  81    6074     1   
  57  62    891      -1  
  63  67    811      0   
  65  80    2652     2   
  69  79    1401     0   
End
