NMec = 98491
T = 39
P = 7
Profits not ignored
Solution time = 3.929e+01
Best Profit = 50402
Terminal Cases = 3313942384
Task date  Profit    P
  0   35    5118     0   
  1   16    2520     1   
  4   51    4208     2   
  5   12    804      3   
  5   51    9810     4   
  7   28    4584     5   
  8   14    1355     6   
  9   27    1842     -1  
  10  17    1152     -1  
  11  27    4640     -1  
  11  33    1838     -1  
  12  22    1603     -1  
  12  25    1644     -1  
  13  14    261      3   
  13  24    2835     -1  
  13  30    4394     -1  
  14  36    3049     -1  
  15  27    2582     3   
  15  30    1985     6   
  15  36    3420     -1  
  16  37    4292     -1  
  16  41    3187     -1  
  19  31    1895     1   
  19  40    3629     -1  
  20  26    1109     -1  
  20  29    900      -1  
  20  34    3256     -1  
  20  35    2980     -1  
  23  34    1107     -1  
  25  36    1152     -1  
  25  38    1913     -1  
  25  40    1858     -1  
  26  37    1631     -1  
  27  48    1337     -1  
  27  51    4651     -1  
  30  53    2858     3   
  33  38    532      1   
  34  51    1621     5   
  39  46    1685     0   
End
