NMec = 98491
T = 40
P = 5
Profits not ignored
Solution time = 2.760e+02
Best Profit = 59042
Terminal Cases = 18553615933
Task date  Profit    P
  2   72    6922     0   
  3   70    4489     1   
  4   13    1456     2   
  5   11    966      3   
  5   13    1348     4   
  7   25    4377     -1  
  7   63    7286     -1  
  8   21    1196     -1  
  9   76    14372    -1  
  10  25    2347     -1  
  10  29    4360     -1  
  13  20    732      3   
  17  30    1262     2   
  20  35    1600     4   
  21  28    2180     3   
  22  45    5965     -1  
  24  32    1354     -1  
  26  32    1203     -1  
  28  49    2796     -1  
  29  50    4150     3   
  30  42    1977     -1  
  30  43    2068     -1  
  31  44    3220     2   
  31  45    3704     -1  
  36  54    1941     4   
  39  42    622      -1  
  42  63    1828     -1  
  44  68    2569     -1  
  47  76    3593     2   
  52  64    1200     3   
  52  75    4499     -1  
  56  73    2688     4   
  59  67    1027     -1  
  60  71    910      -1  
  60  74    2780     -1  
  61  72    1497     -1  
  63  64    255      -1  
  64  72    2053     -1  
  65  69    428      3   
  68  70    226      -1  
End
