NMec = 98491
T = 18
P = 3
Profits not ignored
Solution time = 3.040e-04
Best Profit = 25195
Terminal Cases = 18283
Task date  Profit    P
  1   25    2349     0   
  3   15    1063     1   
  3   20    4925     2   
  3   54    9181     -1  
  6   19    1776     -1  
  9   25    3239     -1  
  14  30    1428     -1  
  14  47    3911     -1  
  18  53    4665     1   
  25  37    1226     2   
  26  34    1067     0   
  31  38    2182     -1  
  31  42    2485     -1  
  31  49    2118     -1  
  33  56    4665     -1  
  34  43    2210     -1  
  45  50    525      0   
  46  57    700      2   
End
