NMec = 98491
T = 25
P = 8
Profits not ignored
Solution time = 1.334e-01
Best Profit = 34968
Terminal Cases = 16736624
Task date  Profit    P
  0   20    1554     -1  
  1   4     325      -1  
  1   14    2293     -1  
  1   25    2286     -1  
  1   30    4379     -1  
  3   17    2639     -1  
  3   27    6241     -1  
  4   19    2918     -1  
  6   16    1965     -1  
  7   11    444      -1  
  7   21    1353     -1  
  8   14    597      -1  
  9   14    764      -1  
  9   30    2571     -1  
  11  22    1254     -1  
  12  24    2407     -1  
  14  23    1271     -1  
  14  29    3344     -1  
  15  21    982      -1  
  16  29    2257     -1  
  17  24    1033     -1  
  19  30    2552     -1  
  22  27    533      -1  
  25  29    907      -1  
  26  29    731      -1  
End
