NMec = 98491
T = 34
P = 8
Profits not ignored
Solution time = 4.609e+01
Best Profit = 41762
Terminal Cases = 3996186864
Task date  Profit    P
  0   4     672      0   
  3   16    2117     1   
  6   28    3241     0   
  6   30    2726     2   
  7   14    1541     3   
  7   15    915      4   
  7   21    3002     5   
  7   23    3381     6   
  8   12    1252     7   
  8   26    1700     -1  
  9   17    1585     -1  
  10  17    828      -1  
  11  17    996      -1  
  11  20    848      -1  
  12  25    1204     -1  
  12  41    2560     -1  
  13  20    2135     7   
  13  28    1672     -1  
  14  26    3038     -1  
  14  33    2481     -1  
  15  22    1767     3   
  15  24    1328     -1  
  16  20    841      4   
  18  24    1383     1   
  18  25    1601     -1  
  22  30    1723     4   
  22  39    3306     5   
  24  38    1301     3   
  25  42    3357     1   
  26  41    2248     6   
  28  30    176      7   
  31  37    1579     0   
  34  37    1015     2   
  36  40    342      4   
End
