NMec = 98491
T = 19
P = 4
Profits not ignored
Solution time = 1.459e-03
Best Profit = 20366
Terminal Cases = 68162
Task date  Profit    P
  7   28    1694     0   
  8   23    3993     1   
  9   19    1302     2   
  11  26    1554     3   
  16  34    3710     -1  
  17  23    490      -1  
  17  32    2996     -1  
  19  32    1946     -1  
  19  45    3671     -1  
  20  39    2861     2   
  28  41    1907     1   
  29  33    440      0   
  29  40    3168     3   
  29  41    1645     -1  
  32  45    1451     -1  
  32  45    1993     -1  
  34  45    1302     0   
  36  40    754      -1  
  36  42    1034     -1  
End
