NMec = 98629
T = 38
P = 5
Profits ignored
Solution time = 2.222e+01
Programing Tasks = 18
Terminal Cases = 225688
Task date  Profit    P
  0   46    1        0   
  1   26    1        1   
  1   69    1        2   
  1   75    1        3   
  2   7     1        4   
  2   22    1        -1  
  6   47    1        -1  
  12  26    1        4   
  13  32    1        -1  
  14  38    1        -1  
  15  31    1        -1  
  19  43    1        -1  
  20  60    1        -1  
  21  30    1        -1  
  21  40    1        -1  
  23  32    1        -1  
  23  36    1        -1  
  24  44    1        -1  
  25  36    1        -1  
  25  61    1        -1  
  26  37    1        -1  
  27  74    1        1   
  34  60    1        4   
  38  47    1        -1  
  39  51    1        -1  
  40  62    1        -1  
  46  52    1        -1  
  46  54    1        -1  
  46  61    1        -1  
  47  56    1        0   
  49  51    1        -1  
  54  71    1        -1  
  55  64    1        -1  
  55  67    1        -1  
  56  69    1        -1  
  57  62    1        0   
  58  66    1        -1  
  62  68    1        4   
End
