NMec = 98629
T = 37
P = 2
Profits ignored
Solution time = 5.606e+00
Programing Tasks = 21
Terminal Cases = 110
Task date  Profit    P
  9   12    1        0   
  13  21    1        0   
  14  25    1        1   
  17  39    1        -1  
  18  40    1        -1  
  19  30    1        -1  
  23  36    1        0   
  30  37    1        1   
  35  51    1        -1  
  36  49    1        -1  
  38  57    1        0   
  39  52    1        1   
  41  43    1        -1  
  41  47    1        -1  
  44  55    1        -1  
  51  75    1        -1  
  53  66    1        1   
  60  79    1        0   
  62  67    1        -1  
  73  80    1        1   
  73  95    1        -1  
  77  90    1        -1  
  82  91    1        0   
  101 166   1        0   
  107 131   1        1   
  108 117   1        -1  
  112 128   1        -1  
  125 142   1        -1  
  133 149   1        1   
  134 148   1        -1  
  135 151   1        -1  
  143 160   1        -1  
  145 152   1        -1  
  148 164   1        -1  
  159 167   1        1   
  170 177   1        0   
  173 175   1        1   
End
