NMec = 98629
T = 31
P = 3
Profits ignored
Solution time = 1.711e+00
Programing Tasks = 20
Terminal Cases = 531
Task date  Profit    P
  8   20    1        0   
  8   22    1        1   
  9   23    1        2   
  10  11    1        -1  
  11  17    1        -1  
  11  22    1        -1  
  13  20    1        -1  
  18  27    1        -1  
  19  35    1        -1  
  21  34    1        0   
  21  38    1        -1  
  23  42    1        1   
  25  36    1        2   
  33  42    1        -1  
  40  44    1        0   
  40  54    1        2   
  43  52    1        1   
  44  50    1        -1  
  48  62    1        0   
  50  67    1        -1  
  52  62    1        -1  
  57  75    1        1   
  59  62    1        2   
  60  69    1        -1  
  63  64    1        0   
  64  75    1        2   
  65  81    1        0   
  71  85    1        -1  
  73  93    1        -1  
  76  101   1        1   
  91  94    1        0   
End
