NMec = 98629
T = 39
P = 1
Profits ignored
Solution time = 2.956e-01
Programing Tasks = 17
Terminal Cases = 360
Task date  Profit    P
  6   10    1        0   
  6   22    1        -1  
  10  19    1        -1  
  10  32    1        -1  
  15  29    1        0   
  26  32    1        -1  
  30  46    1        0   
  42  68    1        -1  
  44  45    1        -1  
  46  304   1        -1  
  53  57    1        0   
  53  80    1        -1  
  64  78    1        0   
  65  82    1        -1  
  70  98    1        -1  
  91  111   1        0   
  128 135   1        0   
  129 141   1        -1  
  171 196   1        0   
  172 176   1        -1  
  181 209   1        -1  
  187 213   1        -1  
  194 213   1        -1  
  206 223   1        0   
  208 222   1        -1  
  217 236   1        -1  
  245 255   1        0   
  254 275   1        -1  
  256 261   1        0   
  260 284   1        -1  
  266 277   1        0   
  277 289   1        -1  
  293 303   1        0   
  314 332   1        0   
  331 337   1        -1  
  331 340   1        -1  
  357 370   1        0   
  365 384   1        -1  
  372 382   1        0   
End
