NMec = 98629
T = 40
P = 6
Profits ignored
Solution time = 1.904e+03
Programing Tasks = 23
Terminal Cases = 6171040
Task date  Profit    P
  4   22    1        0   
  5   44    1        1   
  6   22    1        2   
  7   15    1        3   
  7   16    1        4   
  7   19    1        5   
  9   17    1        -1  
  9   20    1        -1  
  11  13    1        -1  
  12  13    1        -1  
  12  21    1        -1  
  14  61    1        -1  
  15  64    1        -1  
  18  33    1        3   
  18  41    1        4   
  20  24    1        5   
  20  28    1        -1  
  21  42    1        -1  
  23  34    1        0   
  23  42    1        2   
  24  38    1        -1  
  25  39    1        5   
  27  35    1        -1  
  27  38    1        -1  
  29  50    1        -1  
  39  47    1        0   
  39  63    1        3   
  42  56    1        4   
  43  60    1        2   
  46  56    1        1   
  46  59    1        5   
  46  62    1        -1  
  48  56    1        0   
  48  60    1        -1  
  49  60    1        -1  
  50  59    1        -1  
  53  65    1        -1  
  55  65    1        -1  
  57  61    1        0   
  59  66    1        1   
End
